MONTH,STATUS,STORE,CITY,ZONE MAPPING,REVENUE COHORT,CM COHORT,EBITDA CATEGORY,EBITDA COHORT,ORDER COUNT,CART SALES,DISCOUNT,NET REVENUE,IDEAL FOOD COST,GROSS MARGIN,KITCHEN EBITDA,VARIANCE,EBITDA %,GM %,MONTH_SORT
2023-11-01,Inactive,Harrison-Mora,Pune,South,More than 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,7174,2503358.61,468419.81,2115558.93,929933.09,1106159.13,-229107.46,14768.25,-10.829642074777846,52.286850265144814,2023-11-01
2023-11-01,Inactive,"Harvey, Marshall and Martin",Hyderabad,East,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,12249,5168761.78,1164646.12,4087339.35,1316914.21,2661614.13,1186906.2,19691.76,29.038601847434077,65.1185013546771,2023-11-01
2023-11-01,Inactive,Henderson Group,Ahmedabad,West,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%,12452,5172665.05,1050583.51,4170985.84,1889346.79,2194840.54,1023081.81,18455.18,24.528537119176605,52.62162529902044,2023-11-01
2023-11-01,Inactive,Henderson Inc,Ahmedabad,South,More than 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,8979,4248783.49,902691.5,3373093.06,1551623.41,1675932.08,281727.97,16406.54,8.352214569496638,49.68531997750457,2023-11-01
2023-11-01,Inactive,"Henry, Spencer and Moore",Hyderabad,East,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,14496,4655870.77,711403.03,4054314.71,1292898.37,2651277.64,1313834.07,17392.86,32.4058235232558,65.39397727217876,2023-11-01
2023-11-01,Inactive,Higgins Inc,Hyderabad,West,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%,14167,6940459.67,1976039.68,5060810.91,1941795.92,2986545.66,1643018.71,16286.42,32.46552260534863,59.01318411440114,2023-11-01
2023-11-01,Inactive,Higgins-Fernandez,Pune,North,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%,7794,3226536.7,658232.43,2599042.46,802501.82,1679371.01,297956.71,21114.05,11.464095511544665,64.61498939882652,2023-11-01
2023-11-01,Inactive,Hill-Williams,Ahmedabad,East,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%,7683,3500811.76,673375.4,2881390.16,889030.85,1902437.82,454466.75,13592.86,15.772482196579723,66.02499884986072,2023-11-01
2023-11-01,Inactive,Hodges Inc,Hyderabad,South,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%,7994,3198038.83,613361.53,2679304.53,1205419.58,1389309.73,-142080.15,16097.39,-5.3028742499830726,51.85337144187936,2023-11-01
2023-11-01,Inactive,"Holt, Willis and Dunlap",Ahmedabad,West,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%,14796,6801260.04,1813242.96,5048093.78,1668884.49,3295410.24,1854495.02,21635.72,36.73654057987805,65.28028962251173,2023-11-01
2023-11-01,Inactive,Hopkins-Singleton,Ahmedabad,South,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,10% to 20%,13479,6702717.95,1433015.78,5357876.4,2200175.01,3107581.03,1900578.57,15134.83,35.4726094465337,58.00023737016403,2023-11-01
2023-11-01,Inactive,Horton-Wells,Ahmedabad,West,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,13647,5209001.3,1562461.95,3713070.85,1674716.66,1895273.42,707918.53,23413.92,19.06558098669192,51.04328725642281,2023-11-01
2023-11-01,Inactive,Jackson Group,Hyderabad,East,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,7903,2423255.85,580141.72,1869353.44,567853.24,1181838.48,-147388.2,19992.7,-7.884448004653417,63.2217778998497,2023-11-01
2023-11-01,Inactive,Jackson-Kelly,Bangalore,North,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%,13759,6670490.59,1616853.14,5111186.75,2442215.39,2566968.45,1124729.18,21220.22,22.005245259332384,50.222552521681976,2023-11-01
2023-11-01,Inactive,"Jacobs, Schneider and Sanchez",Ahmedabad,East,More than 40 lacs,10% to 20%,EBITDA +ve,More than 20%,14855,4723432.55,727171.47,4132311.11,1500167.4,2514193.87,1245642.23,25962.52,30.14396053060003,60.842318089646454,2023-11-01
2023-11-01,Inactive,Jacobson-Terrell,Ahmedabad,East,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,More than 20%,10420,4134288.39,691782.37,3525013.11,1694182.32,1694273.66,292485.09,21915.99,8.297418502366932,48.0643222345349,2023-11-01
2023-11-01,Inactive,"James, Foster and Velasquez",Pune,South,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,9053,2982880.06,721106.34,2391576.21,732054.43,1520013.26,194391.34,28111.64,8.128168326277171,63.556965220021155,2023-11-01
2023-11-01,Inactive,Jenkins PLC,Bangalore,East,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%,14677,6017883.3,1109704.26,4946847.91,2428493.44,2421917.29,944825.39,10732.05,19.099543935645276,48.958798290606836,2023-11-01
2023-11-01,Inactive,Jensen-Edwards,Bangalore,West,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,10177,3211321.08,800755.07,2508607.64,910654.11,1527674.78,224244.71,28224.91,8.939010884938545,60.897318322764896,2023-11-01
2023-11-01,Inactive,Jimenez LLC,Hyderabad,North,INR 30 to 40 lacs,More than 30%,EBITDA -ve,0% to 10%,13906,6836109.13,1059689.45,5832274.74,2783801.0,2984049.74,1539957.64,17090.96,26.404065457314168,51.1644233687112,2023-11-01
2023-11-01,Inactive,Johnson Group,Bangalore,South,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%,7659,2837036.03,479122.37,2429061.35,1065828.14,1285106.88,-85495.39,20614.62,-3.5196883767468448,52.90549289749309,2023-11-01
2023-11-01,Inactive,Johnson-Ruiz,Hyderabad,South,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,12831,4073585.08,1187618.55,2971514.75,1062775.43,1802168.15,444554.62,11603.63,14.960538896870695,60.64813072188182,2023-11-01
2023-11-01,Inactive,"Johnston, Kirby and Smith",Bangalore,East,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%,12318,4807208.18,853357.95,4001464.07,1885771.57,2058995.14,715646.19,11374.27,17.88460867024604,51.45604468716372,2023-11-01
2023-11-01,Inactive,Jones-Perez,Bangalore,West,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%,10695,3972748.22,771429.22,3317722.77,1508725.0,1757134.92,388755.07,12377.47,11.717527260422667,52.96207796168575,2023-11-01
2023-11-01,Inactive,Keller Group,Mumbai,South,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,More than 20%,13765,4692718.02,712339.59,4110664.01,1391427.0,2649929.78,1290570.68,25621.96,31.39567419911802,64.46476222706413,2023-11-01
2023-11-01,Inactive,Kidd-Carter,Ahmedabad,West,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,10% to 20%,9151,4406461.43,1133800.57,3409465.73,1435843.86,1841913.83,489534.78,23644.01,14.358108242372628,54.02353259611734,2023-11-01
2023-11-01,Inactive,Kim-Williams,Hyderabad,North,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,More than 20%,9334,3207549.83,901676.79,2441873.96,1031385.36,1314656.24,82145.63,29991.15,3.3640405420433743,53.83800562744852,2023-11-01
2023-11-01,Inactive,Lane-Pena,Mumbai,East,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,9450,3468174.12,882859.12,2662115.58,1262313.57,1275914.78,-41851.91,28499.66,-1.5721297119638962,47.92860195799613,2023-11-01
2023-11-01,Inactive,Lee LLC,Bangalore,South,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%,12974,4115041.62,758862.21,3442843.38,1074409.71,2219857.64,1025727.6,18202.49,29.793036940297878,64.47745061234822,2023-11-01
2023-11-01,Inactive,Long Group,Mumbai,South,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,13770,5572162.92,858109.02,4789372.59,1414176.15,3308817.71,2014867.67,17138.98,42.069553623933025,69.0866631865031,2023-11-01
2023-11-01,Inactive,"Long, Freeman and Castro",Pune,West,INR 30 to 40 lacs,More than 30%,EBITDA +ve,0% to 10%,12764,4654130.63,1343202.67,3386216.28,1301438.05,1976844.32,493554.77,23436.12,14.575405974954442,58.37915113915878,2023-11-01
2023-11-01,Inactive,Long-Beck,Pune,East,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%,13799,4170892.74,1118240.51,3162009.76,1081091.2,2003769.36,621800.38,14222.52,19.66472045298178,63.37011938887881,2023-11-01
2023-11-01,Inactive,Long-Stokes,Hyderabad,East,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,More than 20%,7237,3554187.06,641149.03,2972930.69,1109413.12,1727732.93,525912.63,12138.4,17.690040059427016,58.11547964476763,2023-11-01
2023-11-01,Inactive,Manning-Acosta,Hyderabad,East,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%,9443,3791677.86,632274.78,3236180.47,1119702.37,2003119.8,525891.22,19464.64,16.250367520449192,61.8976543047984,2023-11-01
2023-11-01,Inactive,"Marsh, Cox and Martinez",Mumbai,North,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%,10173,3968597.27,907274.89,3157504.6,996496.36,2064824.01,759895.27,16722.43,24.066323450486816,65.39417266407149,2023-11-01
2023-11-01,Inactive,Martinez Ltd,Pune,North,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%,9730,3536347.58,690133.5,2948743.21,1001177.72,1890102.4,501304.43,16737.01,17.00061328839821,64.09857574542748,2023-11-01
2023-11-01,Inactive,Mason LLC,Mumbai,East,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,12404,4557370.01,1304534.8,3294868.91,1047351.9,2141716.53,827673.75,23276.89,25.120081332765377,65.00157027491572,2023-11-01
2023-11-01,Inactive,Mason Ltd,Mumbai,West,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,7662,2883788.31,714725.44,2243611.02,903655.73,1206689.67,-167790.56,22077.38,-7.478594038997009,53.783372395808605,2023-11-01
2023-11-01,Inactive,Mcfarland Group,Bangalore,North,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%,14404,5738558.58,1127829.29,4669592.97,2231771.5,2317059.41,885189.09,20908.56,18.95645071608886,49.62015800704789,2023-11-01
2023-11-01,Inactive,Mckenzie LLC,Hyderabad,West,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%,11338,4671494.44,1331851.98,3445132.2,1529260.76,1794108.6,415930.82,19779.9,12.073000275577233,52.076625680721335,2023-11-01
2023-11-01,Inactive,Mcknight-Allison,Pune,East,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%,11418,5488209.37,1221114.14,4340870.47,1790335.4,2490937.5,1075914.99,10609.67,24.785696726859488,57.383363940827294,2023-11-01
2023-11-01,Inactive,Meadows-Rangel,Pune,North,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,10989,4052749.61,690222.48,3460196.69,1473687.71,1935713.97,579713.07,19260.01,16.753760607753197,55.94231031993734,2023-11-01
2023-11-01,Inactive,Medina Ltd,Ahmedabad,West,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%,14924,6085660.85,1167221.88,5040820.17,2204201.54,2716873.1,1256885.95,21139.49,24.934155705062576,53.89744145544474,2023-11-01
2023-11-01,Inactive,Mendez and Sons,Pune,East,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,13566,5408195.42,1322815.35,4176508.57,1463568.6,2576418.05,1170457.3,24871.38,28.02477908000558,61.68832187982317,2023-11-01
2023-11-01,Inactive,"Mercado, Gonzalez and Miles",Ahmedabad,East,INR 30 to 40 lacs,More than 30%,EBITDA -ve,0% to 10%,7256,3137089.04,887775.49,2356278.01,986146.56,1230448.55,-58800.62,24366.97,-2.495487363988938,52.22000734964208,2023-11-01
2023-11-01,Inactive,Miller PLC,Pune,North,More than 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,10731,5072709.82,1104590.58,4091080.43,1885872.81,2068524.73,706374.65,26841.34,17.266212730019586,50.56182016934827,2023-11-01
2023-11-01,Inactive,Miller-Salazar,Bangalore,South,INR 30 to 40 lacs,More than 30%,EBITDA -ve,0% to 10%,13962,5833436.29,1102656.64,4824486.01,1483128.58,3246465.1,1705028.5,13440.68,35.34114300395702,67.29141909150236,2023-11-01
2023-11-01,Inactive,Miranda-Burch,Hyderabad,South,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%,8688,3686198.43,652129.37,3157268.15,971189.97,2085905.72,702145.92,22125.95,22.23903345048472,66.06679005075955,2023-11-01
2023-11-01,Inactive,"Mitchell, Archer and Barajas",Ahmedabad,North,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%,10955,4524121.28,1142917.04,3465850.51,1142858.83,2240507.48,728505.3,15565.17,21.0195245841691,64.6452428786376,2023-11-01
2023-11-01,Inactive,Moore PLC,Hyderabad,South,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,7148,3456426.64,763315.86,2789383.23,1201878.6,1517311.26,197880.68,20860.48,7.094065737249018,54.395941141440076,2023-11-01
2023-11-01,Inactive,Moore-Bentley,Pune,West,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,14570,7053886.12,1572124.32,5531964.55,1991410.42,3423693.89,2130593.28,18202.99,38.51422511375276,61.88929554872148,2023-11-01
2023-11-01,Inactive,Mullins-Forbes,Pune,North,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%,8446,4086911.6,841095.03,3288082.54,1321657.23,1844001.33,516351.45,14358.12,15.703725308550192,56.081357677839804,2023-11-01
2023-11-01,Inactive,"Navarro, Roberson and Brooks",Ahmedabad,South,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,14965,4644883.0,1224224.34,3495473.2,1192538.99,2154987.91,741892.57,29259.16,21.224381580153437,61.650820552708,2023-11-01
2023-11-01,Inactive,"Nelson, Leonard and Mccoy",Hyderabad,West,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,13494,5673516.97,1523060.5,4230023.39,1675752.25,2433297.5,1210363.53,14154.74,28.61363681490187,57.52444550903536,2023-11-01
2023-11-01,Inactive,Nguyen-Ramirez,Pune,North,INR 20 to 30 lacs,More than 30%,EBITDA -ve,More than 20%,12461,4789760.69,937777.45,3941169.45,1230481.3,2569237.69,1156795.75,28987.79,29.35158624047489,65.18972915513693,2023-11-01
2023-11-01,Inactive,"Nixon, Campbell and Kramer",Bangalore,West,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,More than 20%,7058,3078893.98,479382.79,2682333.33,986552.74,1574368.44,140889.95,12609.07,5.252514608242221,58.69398938572634,2023-11-01
2023-11-01,Inactive,Pace Inc,Mumbai,South,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,8440,3102054.33,766199.9,2394959.9,1132339.82,1155924.42,-251388.29,17795.3,-10.496555286792068,48.26487575011173,2023-11-01
2023-11-01,Inactive,Paul Ltd,Pune,West,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%,8375,2781260.19,571923.13,2268114.15,939604.64,1231266.57,-72514.31,20288.12,-3.197119069161488,54.285917223346104,2023-11-01
2023-11-01,Inactive,Perez and Sons,Ahmedabad,West,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,7229,2405556.72,485046.88,1977554.16,633825.23,1217945.67,-140093.31,25363.05,-7.084170579682127,61.58848615301641,2023-11-01
2023-11-01,Inactive,Perkins-Williams,Ahmedabad,South,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,0% to 10%,13332,4173557.15,1080538.57,3188225.94,1243150.85,1808373.58,479858.63,28459.62,15.050960597855244,56.72037095338357,2023-11-01
2023-11-01,Inactive,"Perry, Allen and Figueroa",Ahmedabad,West,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%,12285,5458198.9,823583.44,4687267.27,1481917.54,3140594.55,1764936.11,13402.61,37.653839824670385,67.00267702037823,2023-11-01
2023-11-01,Inactive,"Price, Blevins and Kim",Bangalore,North,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,12565,5976468.54,1575097.51,4503951.14,1587267.59,2769886.17,1315242.73,20948.93,29.20197597880691,61.499027940165455,2023-11-01
2023-11-01,Inactive,Ramos-Martin,Ahmedabad,West,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,8528,2637625.82,636015.27,2146679.55,638415.3,1414249.0,151761.82,11769.85,7.06960757137692,65.88076920935872,2023-11-01
2023-11-01,Inactive,"Reyes, Dunn and Goodman",Bangalore,North,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,10% to 20%,9731,3088555.21,603759.94,2565619.34,1133797.76,1372689.01,-19511.57,19966.66,-0.7605013610475825,53.503221954976375,2023-11-01
2023-11-01,Inactive,Richards Inc,Mumbai,East,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,13027,5380665.62,1300588.32,4198241.35,1807357.41,2334847.36,975597.75,29773.13,23.238248320335373,55.61489122105855,2023-11-01
2023-11-01,Inactive,Rivers Ltd,Mumbai,South,More than 40 lacs,0% to 10%,EBITDA +ve,More than 20%,14301,5901683.25,1464531.06,4537577.47,2016889.51,2427969.62,1079687.27,19311.65,23.794354523714613,53.50805878362227,2023-11-01
2023-11-01,Inactive,Robbins PLC,Ahmedabad,South,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,10764,3738283.19,679343.3,3147635.63,1437513.83,1583885.68,446650.75,22560.61,14.190039842699328,50.31985484291903,2023-11-01
2023-11-01,Inactive,Robinson-Daniels,Bangalore,North,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%,10009,4374746.98,1006630.79,3457261.03,1633357.97,1708984.13,321285.06,20966.64,9.293051846883543,49.4317355609102,2023-11-01
2023-11-01,Inactive,"Robles, Contreras and Rojas",Bangalore,West,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%,13514,4296971.25,810084.38,3607807.03,1141836.72,2406607.02,986088.85,12096.71,27.33208405550449,66.70553607741044,2023-11-01
2023-11-01,Inactive,"Rodriguez, Montoya and Phillips",Hyderabad,West,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%,11753,5659224.54,1616214.3,4153806.43,1785243.02,2243182.48,1011815.82,13094.14,24.3587619464492,54.0030576244257,2023-11-01
2023-11-01,Inactive,Rogers-Duffy,Mumbai,South,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,14866,5707511.74,1331083.34,4481182.5,1864141.16,2520224.87,1150611.63,12395.11,25.676517972655656,56.24017477529648,2023-11-01
2023-11-01,Inactive,Rose and Sons,Ahmedabad,East,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%,13867,5168180.24,848662.34,4395621.2,1544441.25,2709126.94,1441864.89,23894.48,32.802300844303865,61.63240226432614,2023-11-01
2023-11-01,Inactive,"Russell, Ortiz and Cole",Hyderabad,South,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%,12737,6317804.46,1461592.54,4924588.96,2410829.13,2387781.22,1101895.27,29443.64,22.37537546686942,48.48691412409779,2023-11-01
2023-11-01,Inactive,Sanchez and Sons,Mumbai,South,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,10% to 20%,12714,4000754.2,647066.73,3493449.62,1015431.06,2416872.52,1184683.01,28831.91,33.9115527305071,69.18297908644236,2023-11-01
2023-11-01,Inactive,Sanders Ltd,Hyderabad,North,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,13837,4559667.77,995877.36,3658380.43,1705087.63,1898468.39,610188.51,10981.18,16.67919784930623,51.89368427711602,2023-11-01
2023-11-01,Inactive,Scott LLC,Pune,West,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,8375,3111833.84,743937.08,2457272.66,1055607.66,1316181.81,-68593.33,19924.78,-2.7914415488592947,53.56270923553107,2023-11-01
2023-11-01,Inactive,Scott and Sons,Bangalore,South,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,8549,2867141.64,596542.69,2360126.36,980375.21,1267856.33,-26968.6,26213.72,-1.1426761065454138,53.7198495592414,2023-11-01
2023-11-01,Inactive,"Scott, Taylor and Dean",Ahmedabad,North,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,10% to 20%,12618,5961763.62,1658205.85,4396117.01,2096276.26,2183568.51,866434.45,21090.25,19.709085268410544,49.67039105267128,2023-11-01
2023-11-01,Inactive,Scott-Bell,Mumbai,East,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,10% to 20%,11262,4167314.7,1015122.99,3212540.53,1020825.13,2057422.6,687589.71,14166.85,21.403300707929123,64.04347527406917,2023-11-01
2023-11-01,Inactive,Serrano-Yang,Bangalore,East,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,More than 20%,12512,4290912.14,904201.73,3461452.63,1339693.01,2029126.13,638869.87,12899.84,18.456698337079366,58.62065285579251,2023-11-01
2023-11-01,Inactive,"Smith, Duffy and White",Mumbai,North,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%,9240,3858193.78,870590.45,3033095.92,1441083.55,1540929.54,181382.33,28088.77,5.980105304417805,50.803851267585365,2023-11-01
2023-11-01,Inactive,Smith-Bradley,Hyderabad,West,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%,13137,5589133.15,1266205.28,4392390.52,1838187.72,2483744.45,1152382.72,10955.58,26.235889426334523,56.546530612218895,2023-11-01
2023-11-01,Inactive,Smith-Carpenter,Pune,South,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%,14665,7197998.69,1231947.89,6056223.92,2277395.79,3660495.14,2431338.32,20419.68,40.146110053341616,60.44187249932463,2023-11-01
2023-11-01,Inactive,Smith-Owen,Bangalore,North,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,12465,5057513.83,1462609.53,3729474.44,1704917.64,1953488.76,555182.99,16773.59,14.886359966580171,52.37973316154434,2023-11-01
2023-11-01,Inactive,Smith-Smith,Pune,South,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%,11691,4824325.57,1229408.87,3721133.13,1678083.37,1919756.5,601947.09,28303.87,16.176445963383202,51.59064276746261,2023-11-01
2023-11-01,Inactive,Smith-Taylor,Mumbai,South,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,0% to 10%,11747,5337865.15,1500553.47,3902808.48,1217654.21,2632044.81,1302102.37,10172.88,33.363214635630804,67.43976353151719,2023-11-01
2023-11-01,Inactive,Stafford-Walker,Pune,South,More than 40 lacs,More than 30%,EBITDA -ve,0% to 10%,11721,4524775.07,782181.72,3833724.99,1297037.77,2467099.9,1016162.76,23500.1,26.50588559822597,64.35255284182499,2023-11-01
2023-11-01,Inactive,Stewart-Young,Hyderabad,West,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%,12840,4601475.85,723965.08,3975831.8,1685991.96,2218847.1,815937.2,22194.04,20.522427533277437,55.80837448908176,2023-11-01
2023-11-01,Inactive,"Taylor, Weiss and Rodgers",Pune,East,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,9038,4147157.61,688448.43,3582637.27,1289983.3,2170494.31,741013.81,22482.03,20.683472932217892,60.583702630883415,2023-11-01
2023-11-01,Inactive,Thomas LLC,Hyderabad,South,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,9181,2975608.01,786794.56,2273615.33,1070106.68,1054441.16,-259658.99,27046.18,-11.420533041532579,46.37728933680263,2023-11-01
2023-11-01,Inactive,"Thomas, Dean and Kelley",Pune,East,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%,11041,5143830.63,1332927.07,3869300.17,1674429.84,2112134.3,717171.94,25304.74,18.53492643347957,54.58698491205452,2023-11-01
2023-11-01,Inactive,Todd Inc,Bangalore,East,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%,14570,5263704.8,1316051.48,4058139.48,1658393.79,2310921.68,845705.41,19273.6,20.839732448033057,56.94534875868782,2023-11-01
2023-11-01,Inactive,"Tran, Scott and Harrison",Ahmedabad,West,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,9105,2916433.27,579164.91,2467324.26,774662.71,1573031.33,56267.29,23546.58,2.2804983889713792,63.75454396091417,2023-11-01
2023-11-01,Inactive,"Walker, Castillo and Powers",Ahmedabad,West,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,12293,3786392.9,952039.35,2899713.14,880867.0,1899857.94,414741.87,12548.86,14.302858592419248,65.5188236999195,2023-11-01
2023-11-01,Inactive,Walker-Mosley,Hyderabad,East,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,10% to 20%,10106,4796394.81,840946.0,4059293.83,1841575.2,2148799.05,692099.13,27727.61,17.04974212226465,52.93529219588422,2023-11-01
2023-11-01,Inactive,"Wallace, Carr and Smith",Ahmedabad,South,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,12978,6443047.41,1426563.18,5075395.27,1630141.57,3310826.05,2065182.65,15072.69,40.690085010856706,65.23287101538399,2023-11-01
2023-11-01,Inactive,Walter PLC,Hyderabad,East,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%,9765,4277838.19,734990.05,3605635.35,1375662.17,2094922.52,756057.81,23634.72,20.968781826481706,58.10134183424843,2023-11-01
2023-11-01,Inactive,"Wheeler, Moses and Wilson",Ahmedabad,South,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%,9942,4087894.09,1138742.49,3071604.97,1189053.08,1824604.72,332251.94,18213.52,10.816883786979938,59.402323470000105,2023-11-01
2023-11-01,Inactive,Wilkins-Dean,Mumbai,South,INR 30 to 40 lacs,More than 30%,EBITDA -ve,0% to 10%,9291,4570130.66,989852.57,3679831.85,1738016.04,1884399.9,256372.12,27640.96,6.966952036137195,51.20885890478936,2023-11-01
2023-11-01,Inactive,Williams Group,Hyderabad,South,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,9046,2992343.36,451486.86,2589883.63,1008575.03,1477982.0,-30730.63,15165.55,-1.1865641237324631,57.06750615663763,2023-11-01
2023-11-01,Inactive,Williams Ltd,Mumbai,South,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,9657,4706276.56,1268102.97,3509221.02,1454727.09,1948446.36,631381.3,26850.33,17.99206423310436,55.52361475368115,2023-11-01
2023-11-01,Inactive,"Wolf, Quinn and Johnson",Ahmedabad,East,More than 40 lacs,More than 30%,EBITDA -ve,0% to 10%,10642,3473940.28,681408.88,2908069.62,1261409.48,1562424.99,285882.86,10450.34,9.830674548981396,53.72722094596896,2023-11-01
2023-11-01,Inactive,"Wood, Martinez and Beck",Hyderabad,South,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%,12080,4875724.95,1313615.44,3630554.48,1096216.81,2428702.07,1061443.29,21516.44,29.236396144095323,66.89617476832353,2023-11-01
2023-11-01,Inactive,"Wood, Vasquez and Garcia",Ahmedabad,South,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%,10463,4605262.45,1077968.55,3624127.32,1229349.87,2248473.37,804355.03,16123.19,22.194447351811032,62.041787483338204,2023-11-01
2023-11-01,Inactive,Young Ltd,Ahmedabad,South,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,10775,4211020.33,681879.53,3613459.08,1680646.36,1823087.55,366587.01,29651.46,10.145043900704694,50.452696699695295,2023-11-01
